id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
405236,Modern Flat w/Million Dollar Views!,417666,Vera,,Potrero Hill,37.75983,-122.3944,Entire home/apt,314,30,49,2015-10-30,0.67,2,3
408471,Amazing modern views house in SF,530786,Shevi,,Noe Valley,37.75529,-122.43451,Entire home/apt,700,2,35,2020-01-01,0.44,1,184
409549,Bernal Village Small Town San Fran,684131,Mary,,Bernal Heights,37.73812,-122.41807,Entire home/apt,228,3,101,2021-07-18,1.03,1,55
409560,Clean Well-lighted Place to Stay,2038517,Rennea,,Ocean View,37.72034,-122.46745,Private room,57,30,15,2019-08-31,0.19,1,115
413663,Luxury PanoView NoeValley Penthouse,1371146,Alex,,Noe Valley,37.7488,-122.44064,Entire home/apt,189,30,72,2017-02-27,0.74,1,365
415498,Prime Location - Studio Apartment,216682,Jay,,Pacific Heights,37.79395,-122.42609,Entire home/apt,89,30,26,2021-07-20,0.23,9,350
423300,"Wild Garden unit  (coders' paradise, 1000 sq .ft.)",1776403,Ken,,Mission,37.75686,-122.41019,Entire home/apt,110,30,26,2021-08-01,0.24,5,0
424846,San Francisco Pied-à-terre,2112291,Martha,,Inner Richmond,37.7835,-122.47445,Private room,393,2,228,2021-07-11,3.23,1,337
431862,Penthouse Studio w Rooftop Deck!,1257432,Rebecca,,Downtown/Civic Center,37.78136,-122.42112,Entire home/apt,103,30,13,2021-07-05,0.22,22,332
437385,Restful Room in a Condo with a Wood Fire,2172763,Melanie,,Outer Richmond,37.77902,-122.50376,Private room,141,3,285,2021-07-27,3.36,1,358
438940,Classic Room in the Heart of The Castro,1841207,Craig,,Castro/Upper Market,37.758919,-122.434776,Private room,83,2,73,2021-08-01,0.86,1,85
442349,Right in the middle living,2198022,Judith,,Western Addition,37.77528,-122.42706,Entire home/apt,150,30,20,2018-09-30,0.20,1,0
442397,OceanBeach2br2BathFreeParking!,2198311,Marianne,,Outer Sunset,37.7587,-122.5088,Entire home/apt,324,4,131,2020-03-12,1.34,1,0
450992,Charming Apt in the middle of SF F1,374909,Eric,,Western Addition,37.77477,-122.43225,Entire home/apt,85,30,25,2021-06-30,0.30,14,305
455783,Queen Size Bed in Private Room with Loft at Beach,1421509,Matthew,,Outer Sunset,37.7541,-122.50854,Private room,44,30,99,2021-02-08,1.33,2,0
456264,Modern 2BR/1BA Russian Hill Condo,2268272,Property,,Russian Hill,37.80436,-122.41913,Entire home/apt,149,30,44,2018-05-17,0.44,2,215
459806,Cozy 1BR near Golden Gate Park available monthly,2286112,Joe,,Haight Ashbury,37.76391,-122.45128,Entire home/apt,95,30,63,2020-10-17,0.92,1,277
465723,Charming suite in West Portal area,305557,Sheila,,Parkside,37.74033,-122.47144,Entire home/apt,160,30,451,2021-04-05,4.68,1,288
467507,Gorgeous Bernal Heights Studio Apartment,2320888,Jennifer,,Bernal Heights,37.74797,-122.41111,Entire home/apt,175,3,249,2021-07-30,2.93,1,319
468490,Penthouse Panoramic View Home with Decks,285168,Bill,,Russian Hill,37.80109,-122.41385,Entire home/apt,628,2,37,2021-07-05,1.14,4,298
468751,"2 bedroom garden flat, heart of SF",2326926,Terrance,,Mission,37.76717,-122.42495,Entire home/apt,280,3,26,2018-04-27,0.36,1,0
470686,Private bath/Queen bdrm/Super Location,2335495,Hao,,Mission,37.76761,-122.42474,Private room,109,1,299,2021-07-29,3.50,2,11
474107,Three cozy rooms in an SF Edwardian home!,2318089,Inés,,Excelsior,37.72369,-122.42865,Private room,71,2,89,2021-07-30,2.07,1,149
479415,Sunny Home in Prime Bernal Heights,350839,Amy,,Bernal Heights,37.74125,-122.41368,Entire home/apt,324,4,22,2019-08-18,0.36,1,1
487019,Spacious Bright 3 br/2ba in Potrero Hill,2410550,Cecile,,Potrero Hill,37.75622,-122.39821,Entire home/apt,239,5,24,2021-06-01,0.24,1,176
487499,Mission District - Perfect Location,1682183,Daniel,,Mission,37.75884,-122.42232,Entire home/apt,132,30,185,2021-03-03,1.72,1,201
491867,Central San Francisco Urban Dream,969518,Sona,,Western Addition,37.77196,-122.43477,Entire home/apt,375,4,38,2021-07-05,0.44,1,4
493889,Spacious 1brm w/ breathtaking view,2439917,Germaine,,Outer Mission,37.72833,-122.44125,Entire home/apt,189,4,75,2021-07-26,0.78,1,344
494111,Comfortable space of your own in SF,252927,Vivian,,Outer Richmond,37.77991,-122.48508,Entire home/apt,130,3,183,2021-07-18,1.87,2,309
496226,"Large, open flat in sunny Potrero",2451096,Pam & Albie,,Potrero Hill,37.76389,-122.40445,Entire home/apt,151,30,130,2021-02-02,1.80,2,237
496246,2-level upper flat in sunny Potrero,2451096,Pam & Albie,,Potrero Hill,37.76259,-122.40335,Entire home/apt,249,30,19,2021-05-30,0.17,2,89
501770,Contemporary Home with Mid-Century Modern Design,2475480,Arthur,,Haight Ashbury,37.77252,-122.43846,Entire home/apt,220,30,105,2021-04-28,1.23,5,314
503362,"Million Dollar Penthouse, Remodeled",2475480,Arthur,,Haight Ashbury,37.77265,-122.43857,Entire home/apt,350,30,115,2016-04-24,1.07,5,0
504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,2486135,Laura,,Marina,37.80489,-122.43746,Entire home/apt,285,2,92,2021-07-10,0.89,1,130
505530,Bernal Hill Farm House W/views. NO CLEANING FEE !,698337,Emily,,Bernal Heights,37.74154,-122.4086,Entire home/apt,267,30,10,2021-05-27,0.10,2,63
515430,Fully Detached Noe Valley Cottage w/private entry,2538784,Christa,,Noe Valley,37.7463,-122.4287,Entire home/apt,90,30,254,2020-02-16,2.67,1,152
515524,"Sunny, top floor flat",2538868,Benita,,Haight Ashbury,37.76992,-122.44625,Entire home/apt,150,30,71,2020-08-31,0.73,1,54
517803,Buena Vista Bungalow,2549630,Lewis,,Castro/Upper Market,37.76762,-122.43837,Entire home/apt,199,5,8,2017-08-12,0.16,1,228
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,Suzette,,Russian Hill,37.801,-122.42436,Entire home/apt,126,31,79,2018-09-04,1.27,1,337
522273,Amazing Private Room w/View in Beautiful SF Flat,2568946,Kymberli,,Bayview,37.73852,-122.39215,Private room,55,30,11,2019-08-16,0.23,1,176
530857,"Sunny, quiet private room with parking",2607120,Gregory,,Excelsior,37.71727,-122.43644,Private room,85,2,27,2021-07-20,0.78,2,178
531151,Sunny 4-Bedroom Family Home Central SF Location,2608908,Jennifer,,Bernal Heights,37.73466,-122.41694,Entire home/apt,449,4,19,2019-12-01,0.22,1,6
533193,Mission Outr CozyBedrm2 + MinFridge,305973,Maria,,Excelsior,37.73077,-122.42587,Private room,43,30,15,2017-06-01,0.14,12,184
533627,Potrero Paradise with Stunning Views and Hot Tub,2544752,Fran,,Potrero Hill,37.7608,-122.40379,Entire home/apt,800,40,35,2021-03-27,0.35,1,37
535293,Amazing 3BR/3BA Radiant Heated Apt,250861,Belinda,,Ocean View,37.72334,-122.45557,Entire home/apt,380,30,25,2018-05-31,0.44,4,179
537133,Castro Garden Loft,127367,Annette,,Castro/Upper Market,37.75714,-122.43419,Entire home/apt,105,30,5,2018-08-12,0.05,14,365
545685,"Garden Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77502,-122.48035,Entire home/apt,135,2,841,2021-08-03,8.56,2,67
555596,Charming Noe Valley Garden Oasis,1772044,Judy,,Noe Valley,37.74402,-122.43729,Entire home/apt,99,30,145,2021-03-31,6.11,1,131
561148,"Great Family Home, Quiet Street, Close to GG Park",2758480,Steve,,Inner Richmond,37.77689,-122.45594,Entire home/apt,425,2,26,2021-07-09,0.30,1,0
562593,Beauty in the Heart of North Beach,2767413,Matt,,North Beach,37.80082,-122.40594,Entire home/apt,202,3,35,2021-07-27,0.33,1,90
568161,Comfortable Room in Glen Park (SF),2795397,Beth,,Outer Mission,37.73218,-122.43726,Private room,68,2,373,2020-03-16,3.84,1,99
571042,Upscale View Cottage in San Francisco 3br/ 2.5ba.,1550529,Shannon,,Haight Ashbury,37.76829,-122.43968,Entire home/apt,595,30,13,2020-01-04,0.12,1,17
571142,Best San Francisco Airbnb! Walk Everywhere!,2072534,Michael,,Inner Sunset,37.76459,-122.45483,Entire home/apt,113,30,42,2021-03-17,0.50,2,49
580106,Enormous beautiful room in a great area,475974,Ari,,Haight Ashbury,37.77612,-122.44247,Private room,93,1,69,2020-01-14,0.97,3,0
582335,"Luxurious, high end, modern, remodeled Victorian.",2867852,Adam,,Marina,37.80144,-122.43865,Entire home/apt,1049,4,10,2021-07-06,0.10,1,152
585326,"Cozy Suite by Golden Gate Park, Private Bathrm",2676602,Su,,Outer Richmond,37.77547,-122.48116,Entire home/apt,130,2,751,2021-08-01,7.79,2,128
589767,Beautiful Nob Hill Apartment with Perfect Location,1692184,Joe & Katrina,,Russian Hill,37.79769,-122.41155,Entire home/apt,325,7,24,2021-07-24,0.24,1,241
591431,Victorian home in the  ❤️ of The Mission,727246,Erika,,Mission,37.75,-122.4235,Entire home/apt,320,3,13,2018-08-03,0.15,1,1
592883,Quiet bedroom with private bathroom,1776403,Ken,,Mission,37.75594,-122.41105,Private room,66,7,53,2021-07-24,1.50,5,311
593253,Lower Haight Victorian apartment.,2929255,Trevor,,Western Addition,37.7699,-122.42917,Private room,95,28,369,2020-02-22,5.46,1,250
594387,Noe Valley 3BR/2.5 BA w/ views,2935501,John,,Noe Valley,37.75217,-122.4362,Entire home/apt,650,30,204,2021-06-11,2.10,1,0
596042,Prime Location - Single Airy Room,216682,Jay,,Pacific Heights,37.79361,-122.42469,Private room,45,30,99,2019-06-29,0.96,9,293
602036,Eclectic Queen Anne Victorian in NOPA,224980,Larry And Robin,,Western Addition,37.7769,-122.44312,Entire home/apt,420,30,1,2017-09-22,0.02,2,50
604999,Sunny Mission Retreat-Shared Room & Skyline Views!,382545,Crystal,,Bernal Heights,37.74742,-122.40838,Shared room,69,30,54,2019-06-30,0.74,2,365
607500,Newly Renovated - San Francisco in Style,1805856,Adam N Alex,,Haight Ashbury,37.76864,-122.45267,Entire home/apt,975,3,57,2021-06-19,0.67,1,343
616204,Walker's Paradise - Heart of SF,2806033,Tina,,Chinatown,37.79644,-122.40879,Entire home/apt,450,7,73,2020-02-07,0.68,2,358
616517,Beautiful and Spacious Loft - SOMA,3055666,Steven,,South of Market,37.77459,-122.40768,Entire home/apt,199,30,108,2021-07-17,1.69,1,352
626349,Sunny Modern Luxury Condo!,2528117,Sean,,South of Market,37.78097,-122.40628,Entire home/apt,99,30,44,2021-07-15,0.82,1,76
627358,Mission Retreat-Private Room & Rooftop Sun Garden!,382545,Crystal,,Bernal Heights,37.74792,-122.40653,Private room,69,30,1,2017-11-27,0.02,2,66
628068,Contemporary Studio- Prime Location,1347606,Momchil,,Financial District,37.78724,-122.39825,Entire home/apt,96,30,54,2016-02-11,0.60,1,88
632303,Modern Cozy Apt - Stunning Hills & Hiking,2206832,Athena,,Glen Park,37.73932,-122.43337,Entire home/apt,95,30,16,2021-07-01,0.45,1,300
633629,Room with Private Sitting Area,3151325,Andrea,,Outer Mission,37.73175,-122.44106,Private room,100,1,81,2021-06-29,1.01,2,82
635850,SF Penthouse right next to the Moscone Center,3169829,Anjan,,South of Market,37.78297,-122.39963,Private room,280,2,21,2020-02-15,0.21,2,90
642672,Gorgeous 1BR - heart of Noe Valley,611216,Yasaman,,Bernal Heights,37.74584,-122.42412,Entire home/apt,99,30,6,2013-06-20,0.06,1,166
643918,1 Bed Rm & 1 Bath Room w/ Bay VIew (in 2BR Shared),3159400,Pete,,North Beach,37.80001,-122.40611,Private room,130,30,41,2020-02-29,0.60,1,365
647360,"Stylish, Comfortable Apartment Close to Twin Peaks",3245648,Eric & Peter,,Lakeshore,37.73286,-122.47812,Entire home/apt,267,2,356,2021-07-18,4.04,1,277
648086,Private room and Private bath.,3250518,Ponge,,Bernal Heights,37.74189,-122.41902,Private room,79,3,279,2021-08-02,3.28,1,127
654279,Quiet Room in Our Friendly Home,3289160,Tim & Chris,,Bayview,37.74444,-122.40408,Private room,90,3,317,2020-02-02,3.27,1,215
662754,Great views - Lg Sunny 2bdrm Victorian SF flat,3347282,Joshua,,Mission,37.7543,-122.40866,Entire home/apt,286,2,22,2019-08-18,0.22,3,0
663623,Grand victorian flat in mission SF,119920,Gwen,,Mission,37.7562,-122.40944,Entire home/apt,240,2,29,2021-06-08,0.34,1,277
664307,Private Room: Escape to the Mission,3355966,Geoff,,Mission,37.75292,-122.4186,Private room,105,2,420,2021-07-24,4.26,2,341
664315,Home in the Heart of the Mission,3355966,Geoff,,Mission,37.75502,-122.41889,Entire home/apt,136,7,6,2018-06-13,0.09,2,0
666434,San Francisco one bedroom unit,103427,Jacqueline M,,Financial District,37.78929,-122.40601,Entire home/apt,357,2,4,2015-01-14,0.04,3,365
666620,Modern home in sunny Noe Valley,1841167,Buck,,Noe Valley,37.75162,-122.4307,Entire home/apt,534,3,55,2021-07-18,0.90,1,357
671513,Sunny San Francisco Spot near Golden Gate Park!,2072534,Michael,,Inner Sunset,37.76618,-122.45311,Private room,159,30,8,2014-09-17,0.07,2,49
678556,"Cheerful, Private Garden Studio - Retreat from the City",3453060,Lorraine,,Haight Ashbury,37.77426,-122.45376,Entire home/apt,165,5,412,2021-07-16,4.14,1,75
680288,Cozy Mission Garden Rooms,3463569,Ken,,Mission,37.7523,-122.41395,Entire home/apt,175,2,272,2021-07-28,3.26,1,176
687430,Mission Outr CozyBedRm3 + MinFridge,305973,Maria,,Excelsior,37.73014,-122.4261,Private room,35,30,18,2018-08-25,0.21,12,184
690872,Pacific Hts Designer Home,1142106,Pat,,Pacific Heights,37.79156,-122.44492,Entire home/apt,240,30,0,,,1,216
691023,Modern and Serene House on Dolores Park,3531780,Mickey,,Castro/Upper Market,37.75757,-122.42693,Entire home/apt,450,4,34,2019-12-26,0.67,1,0
696827,studio unit san francisco,103427,Jacqueline M,,Chinatown,37.79163,-122.4072,Entire home/apt,257,2,1,2012-09-22,0.01,3,365
699723,2BR Penthouse with 4 sunny decks,469757,Reid,,Potrero Hill,37.76497,-122.39798,Entire home/apt,475,30,68,2021-05-09,0.91,1,268
708731,Private Entry to Private Bed/Bath w Garden Outside,3645596,Karen,,Western Addition,37.78163,-122.43819,Private room,120,4,263,2020-02-26,2.78,1,220
715543,Marie's sunny spacious Mission loft,3676663,Catherine Marie,,Mission,37.76196,-122.41361,Entire home/apt,180,30,4,2014-09-04,0.04,2,0
715754,Stunning Views Near Haight & Castro,3685746,Deb & Greg,,Castro/Upper Market,37.76476,-122.44273,Entire home/apt,160,30,81,2020-10-15,0.96,2,215
719431,Garden live/work suite in safe area by Metro subwy,783438,Phil,,West of Twin Peaks,37.73993,-122.4686,Entire home/apt,112,5,334,2021-08-02,3.43,2,152
720811,Private Apartment in the Inner Richmond of SF,93873,Ron & Cherie,,Inner Richmond,37.77739,-122.46161,Entire home/apt,149,3,236,2021-07-19,2.28,1,25
723257,Walk to De Young and Academy of Science,3735595,Kaz,,Inner Sunset,37.76545,-122.47005,Entire home/apt,250,31,1,2021-04-18,0.28,1,30
725300,"Bright, Serene Sanctuary above the Castro 3BR/Pkg",3750633,Alex,,Castro/Upper Market,37.75941,-122.44334,Private room,399,30,43,2017-11-09,0.79,1,89
727866,Private Luxurious Guest Suite Near SF Ocean Beach,1743076,Kevin & Esther,,Outer Sunset,37.74658,-122.50314,Entire home/apt,132,1,493,2021-07-28,4.91,1,40
727969,Spacious 1 Bedroom with Garden in Sunny Noe,3729230,Grace,,Noe Valley,37.7527,-122.43294,Entire home/apt,159,30,265,2021-07-20,2.72,2,273
728585,Clipper Street Cottage,3780377,Doug,,Noe Valley,37.74988,-122.4355,Entire home/apt,139,3,308,2021-07-31,4.05,1,313
728884,Spacious 2BR in Noe with Parking,3729230,Grace,,Noe Valley,37.75277,-122.43517,Entire home/apt,245,30,139,2020-12-22,2.25,2,324
734801,"Luxurious, modern, beautiful A+view",3832375,Basia,,Pacific Heights,37.78972,-122.43086,Entire home/apt,162,30,29,2021-07-20,0.34,1,336
734839,Relax in a Charming Edwardian Flat in Russian Hill,3832802,Kenji,,North Beach,37.80074,-122.41048,Entire home/apt,280,30,186,2021-08-01,1.81,1,178
738493,PRIVATE BDRM in LG 2BDRM/2BATH FLAT,3347282,Joshua,,Potrero Hill,37.76006,-122.40389,Private room,180,2,5,2017-09-13,0.05,3,0
738547,Spectacular Bay View Russian Hill,3860047,Robert,,Russian Hill,37.80601,-122.41901,Entire home/apt,395,3,150,2021-07-24,1.65,1,0
741327,Short-Term Furnished Rental Nob Hill FiDi: 1BR/1BA,9965793,The Twist,,Nob Hill,37.79102,-122.40921,Entire home/apt,123,30,9,2016-08-29,0.08,8,62
745867,TWIN PEAK VIEWS! private mini-suite,3676045,Annie Maya,,Potrero Hill,37.75393,-122.39924,Private room,39,30,37,2021-08-01,0.36,1,53
746079,Castro/Corbett Heights Condo,1567365,Ian,,Castro/Upper Market,37.76079,-122.44434,Private room,130,1,364,2021-08-02,3.64,1,302
749990,Remodeled Beauty in Haight Ashbury,2475480,Arthur,,Haight Ashbury,37.77164,-122.44084,Entire home/apt,225,30,73,2017-02-01,0.70,5,276
752607,MIssion Charmer in Foodie Paradise - 3bd/1ba,3958328,Lily,,Mission,37.76548,-122.42032,Entire home/apt,275,5,317,2021-07-29,3.27,1,102
754117,Amazing flat in Haight Ashbury,3967658,Ryan & Tricia,,Haight Ashbury,37.77234,-122.44622,Entire home/apt,275,3,149,2021-07-30,1.53,1,0
758815,Beautiful apartment with garden close to the water,3998807,Jacinta,,Marina,37.80304,-122.44187,Entire home/apt,150,30,25,2021-05-02,0.28,1,158
760794,"Panoramic View, Gorgeous, Homey:",4010707,Evelyn,,Glen Park,37.73743,-122.42932,Entire home/apt,200,30,25,2020-12-28,0.29,1,16
765914,"Gorgeous Mission Loft, Great Light!",4038852,Garry,,Mission,37.75778,-122.41316,Entire home/apt,399,14,48,2020-03-16,0.68,1,357
766516,"Sunlit Precita Park/Bernal 2BR+Bonus Rms, 5* Clean",4041928,Catherine & Christian,,Bernal Heights,37.7467,-122.41368,Entire home/apt,135,30,90,2021-06-20,1.02,1,43
767506,Spacious Gem to Entertain or Relax,3807182,Jennifer,,West of Twin Peaks,37.74412,-122.45273,Entire home/apt,480,2,117,2021-07-31,1.19,1,264
774323,PrivateBath.    Hike/Bike/TransitScore97,4085271,Jan,,Mission,37.76034,-122.42394,Private room,150,2,411,2021-07-18,4.83,2,70
776239,"Modern view house up above the Castro, 3+bdrm/2ba",4094089,Josh,,Castro/Upper Market,37.75948,-122.44357,Entire home/apt,574,5,31,2021-07-23,0.68,1,45
779109,Private Mission Rm w/ Modern Design,4091830,Daniel,,Mission,37.74869,-122.41935,Private room,160,30,172,2020-11-13,2.36,3,354
781945,Huge Condo in the best Location,4124339,Tanmay,,Financial District,37.78471,-122.39852,Entire home/apt,350,183,3,2013-09-13,0.03,1,365
783135,Huge 1BR Apartment + Garden (NoPa),3331004,Marielle,,Western Addition,37.77624,-122.44368,Entire home/apt,150,90,133,2021-03-24,2.10,1,337
783821,Exquisite Top Floor Castro Jewelbox + Parking,137980,Jack,,Castro/Upper Market,37.75919,-122.43723,Entire home/apt,205,30,19,2021-06-28,0.23,3,292
784071,Elegant Spacious Flat with PARKING,3772252,Timothy,,Castro/Upper Market,37.7601,-122.42869,Entire home/apt,300,30,89,2021-04-11,0.94,1,301
785901,Dorm Bed In Friendly Hostel Community #7,329072,James & Friends,,Financial District,37.79369,-122.40417,Shared room,45,7,212,2020-02-22,2.32,14,88
786492,Dorm Bed In Friendly Hostel Community #8,329072,James & Friends,,Financial District,37.79369,-122.40417,Shared room,45,1,212,2021-05-31,2.75,14,88
786506,Dorm Bed In Friendly Hostel Community #9,329072,James & Friends,,Financial District,37.79369,-122.40417,Shared room,45,1,208,2021-06-27,2.31,14,87
794626,Beautiful Bernal Heights Apartment,4186663,Justin,,Excelsior,37.72882,-122.42539,Entire home/apt,121,2,273,2021-07-20,3.79,1,334
794649,Beautiful Balcony room in Haight Victorian,4152894,Gena And Jon,,Haight Ashbury,37.77153,-122.44169,Private room,175,30,45,2018-11-11,0.59,2,308
795254,Attic Master Suite with Kitchenette,4189517,Jane,,Western Addition,37.77099,-122.43355,Entire home/apt,145,3,240,2021-06-22,2.71,1,262
797887,Your Happy Place Urban Retreat,4201732,Tonia,,Outer Mission,37.73066,-122.45003,Private room,49,30,52,2019-06-22,0.78,1,269
810315,Private Room With Best Location In city,1504399,Teo&Mel,,Marina,37.80013,-122.42542,Private room,69,30,23,2019-12-22,0.58,2,125
811374,Perfectly Located Russian Hill Flat,300607,Juliana,,Russian Hill,37.79717,-122.42062,Entire home/apt,105,30,2,2013-03-16,0.02,1,365
813577,Victorian flat in heart of the Mission District,4275408,Mark,,Mission,37.75905,-122.41945,Entire home/apt,110,30,3,2021-07-01,0.50,1,149
819863,"Absolutely Private, Wi Fi, Laundry, Public Parking",4306242,Michael And Polina,,Inner Sunset,37.75868,-122.46912,Entire home/apt,111,3,80,2021-07-25,1.34,2,270
829185,Gorgeously Renovated Coastal Victorian Home,4346130,Shannon,,Mission,37.76956,-122.42483,Entire home/apt,546,3,116,2021-08-01,1.15,2,30
830330,"All new, spacious apartment & yard",4349750,Ramona And Arran,,Bernal Heights,37.73925,-122.41558,Entire home/apt,165,4,89,2021-04-01,1.21,2,0
830576,Sunny Pac Heights Studio w BAY VIEW,2350141,Eric,,Pacific Heights,37.79644,-122.42546,Entire home/apt,175,200,2,2013-04-22,0.02,1,364
833149,"Remodeled 1Bed/1Bath, Pet Friendly, Laundry, Patio",4306242,Michael And Polina,,Inner Sunset,37.75989,-122.46688,Entire home/apt,85,30,11,2016-04-30,0.16,2,116
837045,Kid friendly apt near Duboce Park,4374318,Jolie,,Western Addition,37.77028,-122.43156,Entire home/apt,249,2,52,2021-07-28,0.71,2,3
840986,Apartment across from Precita Park!,1666770,Addy And Carlota,,Bernal Heights,37.74781,-122.41202,Entire home/apt,80,30,247,2020-08-03,2.88,1,215
845502,Historic SF Victorian,24215,Rosy,,Western Addition,37.7735,-122.43643,Entire home/apt,895,7,3,2014-06-19,0.04,2,365
851889,Multi Level Loft with Luxurious Patio and Fiber Internet,4447593,Wren,,South of Market,37.77725,-122.40896,Entire home/apt,300,1,62,2020-08-01,0.97,1,58
856123,Private Room in a Stunning Vegan Penthouse Apartment,16382,Mark,,Mission,37.76121,-122.41922,Private room,147,1,159,2021-08-01,2.20,2,0
859310,Queen Bedroom with Full Bathroom,4367968,Xarre & Vanya,,Mission,37.75661,-122.42067,Private room,150,31,7,2017-08-18,0.19,1,364
859336,Cozy & quiet room in bright apartment in Castro,4499134,Anka,,Castro/Upper Market,37.76728,-122.43866,Private room,98,2,351,2021-07-18,3.45,1,70
862254,Ashbury Top Floor Apt A5,374909,Eric,,Haight Ashbury,37.76471,-122.44718,Entire home/apt,100,30,2,2021-04-10,0.17,14,338
